rain_1h_mm,rain_3h_mm,rain_6h_mm,rain_24h_mm,precip_probability,humidity,cloud_cover,surface_pressure,wind_speed,risk_high
9.258829137294406,19.562661860564624,42.726437068504275,179.33313246836906,36.49597702184424,76.7589586371044,74.90734055551309,1010.9296767822715,11.133334939692382,0
12.364643365390855,22.521794125030333,45.86356943544568,152.27925475647675,37.01160311823685,77.66421052163739,95.9106454957936,1011.3397756699361,17.194202320856434,0
8.187337079045557,21.27985296571834,41.97266181876916,153.59104018538963,76.19534291806777,80.70671807412216,98.75268785442242,997.4360881267437,0.0,0
7.375223519596656,18.13453551495581,28.02021947845606,111.02471818215984,66.45685827338616,89.3717953181796,79.05550096504734,1014.8374858410845,4.476637903276002,0
13.377475930937406,27.221971094280576,63.86340986123385,313.5339205858321,78.71847047160317,64.6667411889893,64.992778452062,1001.5983064271852,18.13580522857064,1
7.833371718738985,18.371427803322835,31.256093341959353,154.83437993094105,60.30822522678869,63.93634088519046,84.70322225091476,1013.0628633168584,13.890668039381005,0
10.324123939512427,24.1863523530365,47.84102134189345,137.04944361495706,71.95359316136567,64.8801137053514,64.44164725351374,1007.9148905870544,14.883801074887277,0
9.668644486308603,21.785774550703028,45.74524533580688,192.1876919405252,68.95297712262773,81.46700000602448,74.97214697113303,996.9889000073764,25.016463653363182,0
13.36983755424921,31.72351446970375,65.00887765222123,276.28451948088417,84.44418472712313,92.93936854375735,94.72272633921536,1005.4704183633505,15.279869449543419,1
6.501266809785077,20.005761253918173,46.82537295262408,142.32471827446423,85.17520704861177,72.82392674112587,63.84457308021153,1010.9229099365101,16.605216073032256,0
16.338845737644505,35.66469212512549,55.22459985003916,130.97117595125147,24.503200140205756,47.979601870084146,91.11357278485002,1012.9037230437968,30.975218690528283,1
5.3619364192531656,19.744651138969427,37.67975907073184,79.98813293619791,8.81828611647861,57.552085648675494,88.54802737384605,1006.8720968204447,10.503368093366564,0
10.769917124754981,38.8535578112094,70.09315449405628,303.64560478649935,90.04363494128768,68.00355932644786,55.90416365738357,1020.2542311248084,6.414820654670534,1
9.957021771525213,25.948934548183832,48.632681693597306,168.71159839484972,94.69312733154841,71.30725335005742,94.47788256434802,1016.0600861678925,14.99457478772993,1
5.002521885934058,11.281841292314649,17.139571019065826,84.95434921973303,39.48442451216656,73.09933647294328,88.9713269074301,1005.9467670688019,15.072937205722264,0
11.364269834087978,31.041503240560548,47.62060280369191,161.6681544223572,18.504114836359285,78.46297347577101,77.03851774745314,1014.0009744970955,8.312992256376543,1
6.861090810202804,23.68235252958381,39.74077664646549,196.07109402541025,67.47587052518003,74.25904403013064,59.75353083944695,1023.4703478815055,4.773220863116068,0
3.8064303151708683,11.422910416487131,19.472687975333166,62.988849157246236,88.27095565876323,90.59207532652088,57.8158796284886,1023.6838768062643,28.168910954630547,0
12.30967178816948,41.23864628181692,75.3802540664016,330.24439460433945,100.0,69.88779233182358,64.24674846193955,998.17600095342,14.28790429271616,1
2.7207675641684386,7.414802371940853,14.911075233710708,33.616390119552385,77.90743930253628,67.65218448629348,85.8518892658392,1000.5877351107428,6.87400233018547,0
4.388205367782715,12.970264889341985,26.389678604482967,96.75472523186214,55.707082585357625,83.74650646224553,55.88749665197204,1019.8793502938709,18.41151211595719,0
8.122685705694836,17.56740278171413,31.828811784617315,140.24345356917124,42.67173446037843,59.57229516088657,83.7502449723974,999.5337515932989,11.235983939070659,0
13.313333689821139,42.47291969600273,76.82429975425116,366.76727370577186,65.28628229176636,82.67630046384002,50.16488942243215,997.4196709336666,10.22982987577518,1
11.825453310480928,23.243289917142054,37.59900882425685,167.98294429694155,57.51838240286859,79.2306382047152,70.91862831122302,1004.1104469544076,15.935910103401453,0
9.160789794913947,28.38045379078427,56.42903360489949,119.11673443269687,39.6233023567796,76.23069012098199,77.19295509148017,1011.3618136757967,2.956824122378171,0
1.9988310441232753,6.955240152473829,11.942431889833907,37.23778075837972,100.0,97.05931328579115,100.0,1007.1808263471112,14.468390427420207,0
5.179777007912445,9.3434709623381,13.417783361750612,28.795843378167625,100.0,70.53351065646339,47.45368688959265,1002.7954910367553,25.390683654122263,0
6.0616822475497845,17.65812533426823,32.109535887560725,74.74608272037472,93.40121708888572,100.0,100.0,1002.6063003062039,15.263243635381176,0
3.6640338632394815,6.297449090917748,11.802255111005842,47.51489814430717,41.97874005477181,75.29482260926281,77.9968482797456,1002.3013034846983,9.366515273515748,0
1.528992600971614,4.845600701341319,7.876973942265772,32.60889656389573,86.37548310743196,62.67580266035726,83.22343836031926,1000.9639229707285,8.450263037002307,0
8.391904290709805,14.218692148900965,28.04577212772085,121.19032613231181,80.99066023744754,78.8390349719379,77.36695826776409,1026.2530630182084,9.127620186584235,0
12.06701730107649,44.07673062819304,86.64479853180887,398.2515217965707,76.06364060510133,65.08505759617478,83.89453636390466,1010.3800885694844,10.222261253665533,1
5.718417163951787,10.384864236787564,21.82900727626255,92.08117926953882,96.24163167609443,68.978929826238,71.92629791275965,1015.0940724352379,9.355354270692096,0
13.205520180494815,48.93205887821166,100.21033571061382,441.18750473952576,80.88427857153194,82.7643996001859,100.0,1004.0873802550486,18.414180087521967,1
2.4397136172656344,8.153604895467423,16.734728217269048,35.92763956374351,83.5003559076084,84.66698506380149,65.87057711550555,1006.5123465825116,0.0,0
3.484727750993843,9.985377985818742,17.137047010574385,46.33181371738278,80.92265708430526,70.5339875969489,97.64469144358495,1002.2915681490372,18.034000352884938,0
8.2723891333826,27.29917731899362,59.71510010127477,230.84026357213762,73.51978520005265,89.84886174055681,62.11265759573954,986.7863333206463,9.342194324002072,1
5.366649772724814,17.86431125990024,34.82012195911106,159.28032720792913,20.409721757145412,91.89009309625361,73.79496307197427,996.9759257852171,14.638634499867607,0
11.43390931309842,42.029475550825126,76.97354625764946,154.98626424092308,67.09052693526394,95.2356210787595,53.56074895419562,993.5150505601569,4.111084628593954,1
10.251487336267553,21.351610363539216,43.258629084720866,153.30373764961703,51.09520102877187,84.35296088550867,84.1004744069504,990.0017297763872,21.300417467946055,0
5.65311794409017,16.151944770713058,28.438040026191377,114.65825856946213,33.003976058999484,94.36114454502838,100.0,998.4371282056152,20.71944472120311,0
2.6526339058918,4.558851524468119,8.719894221185518,18.214305730503728,100.0,55.43041886431131,73.45287640358292,1018.599645435053,18.717133680250516,0
5.1839336699630065,15.122473377796656,32.31227489025905,103.53068309371287,100.0,74.18512141645844,71.06228602592181,1007.6445106583652,1.3967165694452248,0
10.414170959200613,19.72412736548838,45.097301746558706,211.36675299462905,98.9805150073903,67.59593692411889,52.707660738641465,1018.3245100985694,17.80384749746237,1
11.725283100719398,32.823598123188596,76.18544866495183,305.87226684534005,71.38033542139686,79.43071033352871,70.41414692895384,1011.287860615207,14.833985613449961,1
5.384008534712601,15.164545580171689,28.86772826185467,78.31742768166187,98.76562802381642,71.14260936963915,43.144114805569444,1014.2604706057213,0.7631012700720259,0
1.5205314084665802,3.910450752970109,7.509141268347021,34.2292444568538,65.30132951504564,76.00610589660322,56.74244026562346,1000.7928240375634,11.829918313604292,0
2.319845694810025,6.268346213323623,13.789549359114178,41.97668819311315,70.06993192244448,100.0,79.5357209221827,1012.1916076335414,14.551741423232837,0
9.871469535896697,32.15161118992566,55.12235204525865,251.35980022676222,37.663215738450425,75.96336244295546,100.0,1013.8297138725948,15.892526916762055,1
5.584804857517068,18.64354656905492,41.71274226516239,120.83476294311338,74.924782612471,82.96550780628257,100.0,1003.3868216621305,13.24082956864199,0
5.683998503388201,14.96001347884969,28.3363845627512,106.85539405811643,66.50964821061042,75.21276804090918,63.26829829858198,1012.4763229649293,14.038619917931658,0
3.438356692672285,9.899252120854296,15.00584789328715,47.880962624699585,32.43369707913839,78.908559455482,100.0,1012.5295020685986,22.31527974577167,0
3.3851724428058088,12.328267722649514,18.147939268690344,51.25840352923378,63.72007220458508,78.07220016523286,79.87504960803295,1003.6035790309593,20.58223736937476,0
13.064814576441178,23.195105269041647,52.00326854253706,242.31821003719622,63.00676090357979,83.37988879167791,71.97504706507249,999.017852541832,0.0,1
10.101331331989524,17.872671412407605,26.014887097319242,66.67045956211733,100.0,91.98369042656613,83.65188903452304,998.5269733448138,9.777930116136226,0
4.667555537222712,7.942922679513479,13.348966691515733,30.09437470241341,87.35533321283523,97.76872797123995,76.23832967359918,1008.6920443353717,10.84744280719234,0
7.867834920130003,23.7064597516356,41.110084009252105,124.39010352441966,65.28613597728665,81.71544098291,77.20791451224437,1010.6160789503145,0.0,0
8.81180175590409,21.70169736171973,34.1366494012142,141.76668674130755,71.21968274502707,85.07456263242723,66.83333674346662,1001.6597933563366,12.659281407626185,0
20.087006540202026,65.90424831590035,112.9528542304055,499.51082193339454,66.10530945260496,64.1896258897732,47.037806804022985,1008.2126827306088,20.741304406873546,1
3.153682909599814,9.599281748436747,20.568309648275203,102.7640079806358,59.92715038011131,76.94547909101256,44.127495949558366,1012.5642962891079,4.394024982865868,0
8.734643368266877,19.804640768726212,28.017285518387304,80.94435214106976,37.93932006529283,89.28347357860306,88.06489766562454,1012.9455257173224,14.354806570829107,0
13.02361769780938,46.44538621699056,103.44192987408076,333.4787678530148,61.22370305982677,88.39162366100584,69.46599819828573,1020.4150409609799,5.5892356589249355,1
18.65843797913739,60.71127214710343,136.99790117224336,330.22848612177506,46.34754358368717,80.5393167935406,63.07822200687667,1018.2158466575844,7.296615834242262,1
4.487715997441245,9.523967155197527,16.878961013495,62.86764469056948,33.74211152692134,88.63672751481543,75.17011253446307,999.9896685379476,22.341755439190244,0
5.532519832916925,12.933048740397409,20.092951347261305,100.31888415569136,77.78054536368836,83.88920050792582,90.89864505831255,1021.4686896763042,8.202095259217225,0
11.503465154417187,25.574641249127126,51.1707756299526,209.93542599644147,74.78161649833088,92.40367509911187,78.60727886052797,1003.7521879635543,15.235487423074373,1
1.9680042840791223,3.6654213454626605,5.5702402243809805,21.086915965977823,20.332312215798055,81.47230988348534,61.87890126718065,1016.3589824996354,0.0,0
9.314428523387328,17.137633404206532,30.246540998145512,96.09650556268365,61.93288406262182,73.73162021314758,99.52585911297899,1008.5438930084088,25.03622292976416,0
24.55801392981495,89.71271285174929,211.58107988735523,1004.1418601370359,89.89253464749808,82.03009508319629,100.0,1004.7028049723442,16.218567124145494,1
9.968128260595126,24.99188469074075,59.86717187957637,208.98131757020175,91.48059347240802,42.83286748976669,84.89113310645706,993.5384251218005,10.722501101448168,1
0.8248970210118426,1.9646041052966714,4.2673261866902,10.254814716797078,90.64592107213096,82.59462883662059,94.4732702268818,1006.6274839182693,16.028825569999263,0
3.8468191088748362,12.226257196822187,20.918655474154523,64.76698951632521,65.97283017253649,35.0,99.83919993627623,995.5249341175552,2.131263997365327,0
4.596215927509539,12.740177620195018,26.59722353784918,58.55378779260861,43.873866800771225,57.318439111134985,97.60198632809028,1015.7383938867422,20.2777151922686,0
14.938720855585762,54.57296935718113,114.89827706797313,299.4176844388109,37.90752931604848,83.42122321129182,87.28198354225248,1020.134341257114,9.732106571524989,1
6.632841349699127,21.85317885682739,39.07002433210471,80.21100777496501,73.61512261875893,83.73035204720155,86.96694094149765,1001.6247120856265,10.571513394660958,0
1.5445892847692397,4.019870839193771,8.204108708214894,27.56449054708352,74.48200085912907,64.05085463832083,85.39321146693005,1010.4157659401542,8.558410695241609,0
7.176582734624741,16.97711637054551,23.950087395897665,93.49205919723013,97.18327779012664,69.45477549745273,53.05324650905913,1002.1968678239361,7.935440180780907,0
8.201490532417008,30.913489130391334,49.741586439373314,150.7109079529639,92.4994912585521,94.44649186336959,89.01446313719171,1002.9721221589057,16.86269428139886,0
5.056893874926115,15.933506696947571,30.67340736754429,100.03043871690244,61.6942835867207,72.19163842112789,47.88372057746892,1014.195957630923,13.791347950729559,0
3.336721322979807,12.304986444450202,19.241938601389652,93.85501500465615,33.894853028478266,100.0,59.1080108974989,1007.6916939052527,16.56223698982128,0
26.184950249415188,46.412843369237144,72.67819018956628,309.3103366752175,57.02233507472755,77.97696176188384,100.0,1021.917184335448,11.938437173601,1
13.050385629795462,45.10510120520063,100.86873135089287,365.4040311358288,70.43077987026312,82.8964341225752,91.80440325388395,1004.1421401703766,15.592398677540267,1
13.802517633105294,40.92819053963083,97.78289075835495,279.03546943874886,59.947918865264896,97.40249278198328,100.0,1015.9946906597959,9.068058792524731,1
6.642931405770094,11.827207004585134,23.13365531993244,108.5197549375567,50.5526472980586,79.57232539432104,69.56651232625416,1008.7793073036622,27.608122889866838,0
